ELSI Export,,,,,,,,,,,
,,,,,,,,,,,
National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/,,,,,,,,,,,
,,,,,,,,,,,
This is a Public School based table with the following filters applied: State(s) (All Years): OHIO,,,,,,,,,,,
,,,,,,,,,,,
School Name,State Name [Public School] Latest available year,Agency Name [Public School] 2018-19,County Name [Public School] 2018-19,Location ZIP [Public School] 2018-19,Location City [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19
VANLUE ELEMENTARY SCHOOL,Ohio,Vanlue Local,Hancock County,45890,Vanlue,65,–,–,–,9.72,6.69
VANLUE HIGH SCHOOL,Ohio,Vanlue Local,Hancock County,45890,Vanlue,119,42,20,62,7.27,16.37
VANTAGE CAREER CENTER,Ohio,Vantage Career Center,Van Wert County,45891,Van Wert,0,–,–,–,39,0
VENICE HEIGHTS ELEMENTARY SCHOOL,Ohio,Sandusky City,Erie County,44870,Sandusky,288,–,–,–,23.7,12.15
VERMILION ELEMENTARY SCHOOL,Ohio,Vermilion Local,Erie County,44089,Vermilion,547,214,36,250,24,22.79
VERMILION HIGH SCHOOL,Ohio,Vermilion Local,Erie County,44089,Vermilion,735,231,54,285,34,21.62
VERMONT AVENUE ELEMENTARY SCHOOL,Ohio,Wyoming City,Hamilton County,45215,Wyoming,208,17,6,23,9.72,21.4
VERN RIFFE CAREER TECHNOLOGY C,Ohio,Pike County Area,Pike County,45661,Piketon,0,–,–,–,0,†
VERSAILLES ELEMENTARY SCHOOL,Ohio,Versailles Exempted Village,Darke County,45380,Versailles,491,98,51,149,26.25,18.7
VERSAILLES HIGH SCHOOL,Ohio,Versailles Exempted Village,Darke County,45380,Versailles,404,–,–,–,25.27,15.99
VERSAILLES MIDDLE SCHOOL,Ohio,Versailles Exempted Village,Darke County,45380,Versailles,411,–,–,–,17.3,23.76
VILLAGE PREPARATORY SCHOOL CLIFFS,Ohio,Village Preparatory School,Cuyahoga County,44114,Cleveland,419,–,–,–,31.5,13.3
VILLAGE PREPARATORY SCHOOL WILLARD,OHIO,Village Preparatory School Willard,Cuyahoga County,44102,Cleveland,313,–,–,–,23,13.61
VILLAGE PREPARATORY SCHOOL WOODLAND HILLS,Ohio,Village Preparatory School:: Woodland Hills Campus,Cuyahoga County,44105,Cleveland,445,–,–,–,31,14.35
VINCENT ELEMENTARY SCHOOL,Ohio,Clearview Local,Lorain County,44055,Lorain,614,–,–,–,26.5,23.17
VINTON COUNTY HIGH SCHOOL,Ohio,Vinton County Local,Vinton County,45651,Mc Arthur,572,–,–,–,39.4,14.52
VINTON COUNTY MIDDLE SCHOOL,Ohio,Vinton County Local,Vinton County,45651,Mc Arthur,463,–,–,–,29.6,15.64
VINTON ELEMENTARY SCHOOL,Ohio,Gallia County Local,Gallia County,45686,Vinton,378,–,–,–,23.85,15.85
VIOLET ELEMENTARY SCHOOL,Ohio,Pickerington Local,Fairfield County,43147,Pickerington,538,81,26,107,19.1,28.17
VIRGINIA STEVENSON ELEMENTARY SCHOOL,Ohio,Mad River Local,Montgomery County,45431,Dayton,356,–,–,–,19.5,18.26
VIRTUAL HIGH SCHOOL,Ohio,Cincinnati Public Schools,Hamilton County,45203,Cincinnati,627,–,–,–,14,44.79
VISINTAINER MIDDLE SCHOOL,Ohio,Brunswick City,Medina County,44212,Brunswick,541,83,24,107,34,15.91
VOLNEY ROGERS SCHOOL,OHIO,Youngstown City,Mahoning County,44511,Youngstown,292,–,–,–,31,9.42
VORIS COMMUNITY LEARNING CENTER,Ohio,Akron City,Summit County,44301,Akron,353,–,–,–,26.5,13.32
W O CLINE ELEMENTARY SCHOOL,Ohio,Centerville City,Montgomery County,45458,Centerville,385,100,16,116,25.7,14.98
W. S. STINSON ELEMENTARY SCHOOL,Ohio,Northwest Local,Stark County,44614,Canal Fulton,405,117,30,147,23.8,17.02
W.H. KIRK MIDDLE SCHOOL,Ohio,East Cleveland City School District,Cuyahoga County,44112,East Cleveland,221,–,–,–,18.8,11.76
WADE PARK,Ohio,Cleveland Municipal,Cuyahoga County,44103,Cleveland,461,–,–,–,25,18.44
WADSWORTH HIGH SCHOOL,Ohio,Wadsworth City,Medina County,44281,Wadsworth,1616,241,59,300,77.63,20.82
WADSWORTH MIDDLE SCHOOL,Ohio,Wadsworth City,Medina County,44281,Wadsworth,756,111,35,146,39.66,19.06
WAGGONER ROAD JUNIOR HIGH,Ohio,Reynoldsburg City,Franklin County,43068,Reynoldsburg,581,246,51,297,23.99,24.22
WAGGONER ROAD MIDDLE SCHOOL,Ohio,Reynoldsburg City,Franklin County,43068,Reynoldsburg,540,283,53,336,21.88,24.68
WAITE HIGH SCHOOL,Ohio,Toledo City,Lucas County,43605,Toledo,1036,–,–,–,70,14.8
WALBRIDGE ELEMENTARY SCHOOL,Ohio,Toledo City,Lucas County,43609,Toledo,261,–,–,–,21,12.43
WALKER ELEMENTARY SCHOOL,Ohio,Canton Local,Stark County,44707,Canton,656,–,–,–,27,24.3
WALLACE H BRADEN MIDDLE SCHOOL,Ohio,Buckeye Local,Ashtabula County,44004,Ashtabula,430,188,50,238,19,22.63
WALLS ELEMENTARY SCHOOL,Ohio,Kent City,Portage County,44240,Kent,404,130,33,163,21,19.24
WALNUT CREEK ELEMENTARY,Ohio,Olentangy Local,Delaware County,43021,Galena,642,15,0,15,30.45,21.08
WALNUT CREEK ELEMENTARY SCHOOL,Ohio,East Holmes Local,Holmes County,44687,Walnut Creek,147,16,19,35,10.44,14.08
WALNUT ELEMENTARY SCHOOL,Ohio,Teays Valley Local,Pickaway County,43103,Ashville,481,130,8,138,23.25,20.69
WALNUT HILLS HIGH SCHOOL,Ohio,Cincinnati Public Schools,Hamilton County,45207,Cincinnati,2976,387,86,473,149.6,19.89
WALNUT RIDGE HIGH SCHOOL,Ohio,Columbus City School District,Franklin County,43227,Columbus,740,–,–,–,41,18.05
WALNUT SPRINGS MIDDLE SCHOOL,Ohio,Westerville City,Franklin County,43081,Westerville,937,319,51,370,53.4,17.55
WALTER G. NORD MIDDLE SCHOOL,Ohio,Amherst Exempted Village,Lorain County,44001,Amherst,744,153,34,187,38.79,19.18
WALTER KIDDER ELEMENTARY SCHOOL,Ohio,Brunswick City,Medina County,44212,Brunswick,513,61,18,79,26.5,19.36
WALTON SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44113,Cleveland,279,–,–,–,15.01,18.59
WAPAKONETA ELEMENTARY,Ohio,Wapakoneta City,Auglaize County,45895,Wapakoneta,914,245,86,331,44.77,20.42
WAPAKONETA HIGH SCHOOL,Ohio,Wapakoneta City,Auglaize County,45895,Wapakoneta,883,312,127,439,37.5,23.55
WAPAKONETA JR. HIGH,Ohio,Wapakoneta City,Auglaize County,45895,Wapakoneta,255,–,–,–,9.03,28.24
WAPAKONETA MIDDLE SCHOOL,Ohio,Wapakoneta City,Auglaize County,45895,Wapakoneta,756,252,84,336,33.8,22.37
WARDER PARK-WAYNE ELEMENTARY SCHOOL,Ohio,Springfield City School District,Clark County,45503,Springfield,460,–,–,–,24,19.17
WARNER GIRLS LEADERSHIP ACADEMY,Ohio,Cleveland Municipal,Cuyahoga County,44105,Cleveland,461,–,–,–,23,20.04
WARNER MIDDLE SCHOOL,Ohio,Xenia Community City,Greene County,45385,Xenia,913,–,–,–,50,18.26
WARREN COUNTY CAREER CENTER,Ohio,Warren County Vocational School,Warren County,45036,Lebanon,0,–,–,–,75.5,0
WARREN ELEMENTARY SCHOOL,Ohio,Warren Local,Washington County,45742,Little Hocking,387,104,32,136,23,16.83
WARREN ELEMENTARY SCHOOL,Ohio,Warren Local,Washington County,45750,Marietta,374,153,24,177,19,19.68
WARREN G HARDING HIGH SCHOOL,Ohio,Warren City,Trumbull County,44483,Warren,1273,–,–,–,79.51,16.01
WARREN HIGH SCHOOL,Ohio,Warren Local,Washington County,45784,Vincent,626,183,42,225,33.65,18.6
WARREN MIDDLE SCHOOL,Ohio,Warren Local,Washington County,45784,Vincent,633,195,40,235,32.35,19.57
WARRENSVILLE HEIGHTS ELEMENTARY SCHOOL,Ohio,Warrensville Heights City,Cuyahoga County,44128,Warrensville,337,–,–,–,21,16.05
WARRENSVILLE HEIGHTS HIGH SCHOOL,Ohio,Warrensville Heights City,Cuyahoga County,44128,Warrensville Heights,541,–,–,–,44,12.3
WARRENSVILLE HEIGHTS MIDDLE SCHOOL,Ohio,Warrensville Heights City,Cuyahoga County,44128,Warrensville Heights,357,–,–,–,19,18.79
WARSAW ELEMENTARY SCHOOL,Ohio,River View Local,Coshocton County,43844,Warsaw,323,151,29,180,18.45,17.51
WASHINGTON COUNTY CC BARRETT BLD,Ohio,Washington County Career Center,Washington County,45750,Marietta,0,–,–,–,29,0
WASHINGTON ELEMENTARY SCHOOL,Ohio,Hilliard City,Franklin County,43016,Dublin,398,49,6,55,22,18.09
WASHINGTON ELEMENTARY SCHOOL,Ohio,Fremont City,Sandusky County,43442,Lindsey,93,–,–,–,6.1,15.25
WASHINGTON ELEMENTARY SCHOOL,Ohio,Gallipolis City,Gallia County,45631,Gallipolis,477,309,28,337,24.6,19.39
WASHINGTON ELEMENTARY SCHOOL,Ohio,Lorain City,Lorain County,44052,Lorain,298,–,–,–,16.5,18.06
WASHINGTON ELEMENTARY SCHOOL,Ohio,Marlington Local,Stark County,44601,Alliance,297,91,25,116,16.33,18.19
WASHINGTON ELEMENTARY SCHOOL,Ohio,Logan Elm Local,Pickaway County,43113,Circleville,219,66,11,77,13,16.85
WASHINGTON HIGH SCHOOL,Ohio,Washington Court House City,Fayette County,43160,Washington Court House,584,300,54,354,30.5,19.15
WASHINGTON HIGH SCHOOL,Ohio,Massillon City,Stark County,44646,Massillon,1207,–,–,–,73,16.53
WASHINGTON JUNIOR HIGH SCHOOL,Ohio,Washington Local,Lucas County,43613,Toledo,507,225,38,263,30.6,16.57
WASHINGTON K-1 ELEMENTARY SCHOOL,Ohio,Tiffin City,Seneca County,44883,Tiffin,375,133,41,174,17,22.06
WASHINGTON MIDDLE SCHOOL,Ohio,Washington Court House City,Fayette County,43160,Washington Court House,528,254,42,296,24,22
WASHINGTON PARK,Ohio,Cleveland Municipal,Cuyahoga County,44105,Newburgh Heights,287,–,–,–,9,31.89
WASHINGTON PARK COMMUNITY SCHOOL,Ohio,Washington Park Community School,Cuyahoga County,44105,Newburgh Heights,207,–,–,–,6,34.5
WASHINGTON PRIMARY ELEMENTARY SCHOOL,Ohio,Piqua City,Miami County,45356,Piqua,530,–,–,–,26,20.38
WASHINGTON SCHOOL,Ohio,Marietta City,Washington County,45750,Marietta,320,188,20,208,18,17.78
WATERFORD ELEMENTARY SCHOOL,Ohio,Wolf Creek Local,Washington County,45786,Waterford,416,90,40,130,25.1,16.57
WATERFORD HIGH SCHOOL,Ohio,Wolf Creek Local,Washington County,45786,Waterford,189,42,14,56,15.5,12.19
WATERLOO ELEMENTARY SCHOOL,Ohio,Waterloo Local,Portage County,44201,Atwater,471,243,49,292,19.5,24.15
WATERLOO HIGH SCHOOL,Ohio,Waterloo Local,Portage County,44201,Atwater,315,94,19,113,19.72,15.97
WATERLOO MIDDLE SCHOOL,Ohio,Waterloo Local,Portage County,44201,Atwater,253,–,–,–,14.28,17.72
WATERVILLE PRIMARY SCHOOL,Ohio,Anthony Wayne Local,Lucas County,43566,Waterville,502,39,11,50,23.5,21.36
WATKINS ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43207,Columbus,339,–,–,–,21,16.14
WATKINS INTERMEDIATE SCHOOL,Ohio,Southwest Licking Local,Licking County,43062,Pataskala,655,177,33,210,31,21.13
WATKINS MEMORIAL HIGH SCHOOL,Ohio,Southwest Licking Local,Licking County,43062,Pataskala,1270,283,50,333,60.47,21
WATKINS MIDDLE SCHOOL,Ohio,Southwest Licking Local,Licking County,43062,Pataskala,957,230,54,284,49.07,19.5
WATSON ELEMENTARY SCHOOL,Ohio,Perry Local,Stark County,44646,Massillon,343,134,31,165,21,16.33
WAUSEON ELEMENTARY SCHOOL,Ohio,Wauseon Exempted Village,Fulton County,43567,Wauseon,425,–,–,–,18,23.61
WAUSEON HIGH SCHOOL,Ohio,Wauseon Exempted Village,Fulton County,43567,Wauseon,534,119,41,160,28.04,19.04
WAUSEON MIDDLE SCHOOL,Ohio,Wauseon Exempted Village,Fulton County,43567,Wauseon,431,258,73,331,25.09,17.18
WAUSEON PRIMARY SCHOOL,Ohio,Wauseon Exempted Village,Fulton County,43567,Wauseon,376,114,30,144,20,18.8
WAVERLY ELEMENTARY SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44102,Cleveland,260,–,–,–,23,11.3
WAVERLY HIGH SCHOOL,Ohio,Waverly City,Pike County,45690,Waverly,496,–,–,–,27,18.37
WAVERLY INTERMEDIATE SCHOOL,Ohio,Waverly City,Pike County,45690,Waverly,430,–,–,–,20,21.5
WAVERLY JUNIOR HIGH SCHOOL,Ohio,Waverly City,Pike County,45690,Waverly,454,–,–,–,25,18.16
WAVERLY PRIMARY SCHOOL,Ohio,Waverly City,Pike County,45690,Waverly,446,–,–,–,21,21.24
WAYNE COUNTY SCHOOLS CAREER CENTER,Ohio,Wayne County JVSD,Wayne County,44677,Smithville,0,–,–,–,52,0
WAYNE HIGH SCHOOL,Ohio,Huber Heights City,Montgomery County,45424,Huber Heights,1665,634,166,800,85.74,19.42
WAYNE TRACE HIGH SCHOOL,Ohio,Wayne Trace Local,Paulding County,45851,Haviland,437,80,38,118,28,15.61
WAYNE TRAIL ELEMENTARY SCHOOL,Ohio,Maumee City,Lucas County,43537,Maumee,378,92,25,117,18.35,20.6
WAYNEDALE HIGH SCHOOL,Ohio,Southeast Local,Wayne County,44606,Apple Creek,351,110,46,156,22,15.95
WAYNESFIELD-GOSHEN LOCAL ELEMENTARY SCHOOL,Ohio,Waynesfield-Goshen Local,Auglaize County,45896,Waynesfield,261,–,–,–,9,29
WAYNESFIELD-GOSHEN LOCAL HIGH SCHOOL,Ohio,Waynesfield-Goshen Local,Auglaize County,45896,Waynesfield,227,87,25,112,13,17.46
WAYNESVILLE ELEMENTARY SCHOOL,Ohio,Wayne Local,Warren County,45068,Waynesville,672,84,16,100,25,26.88
WAYNESVILLE HIGH SCHOOL,Ohio,Wayne Local,Warren County,45068,Waynesville,459,70,20,90,20.83,22.04
WAYNESVILLE MIDDLE SCHOOL,Ohio,Wayne Local,Warren County,45068,Waynesville,347,–,–,–,21.17,16.39
WEDGEWOOD MIDDLE SCHOOL,Ohio,Columbus City School District,Franklin County,43228,Columbus,547,–,–,–,32,17.09
WEINLAND PARK ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43201,Columbus,377,–,–,–,20,18.85
WEISENBORN JUNIOR HIGH,Ohio,Huber Heights City,Montgomery County,45424,Huber Heights,900,385,75,460,43.96,20.47
WELLER ELEMENTARY SCHOOL,Ohio,Centerville City,Montgomery County,45458,Centerville,516,37,6,43,29.8,17.32
WELLINGTON HIGH SCHOOL,Ohio,Wellington Exempted Village,Lorain County,44090,Wellington,280,79,16,95,22.11,12.66
WELLS ACADEMY,Ohio,Steubenville City,Jefferson County,43952,Steubenville,306,–,–,–,19,16.11
WELLSTON HIGH SCHOOL,Ohio,Wellston City,Jackson County,45692,Wellston,369,–,–,–,22.23,16.6
WELLSTON INTERMEDIATE SCHOOL,Ohio,Wellston City,Jackson County,45692,Wellston,311,–,–,–,18,17.28
WELLSTON MIDDLE SCHOOL,Ohio,Wellston City,Jackson County,45692,Wellston,337,–,–,–,23.28,14.48
WELLSVILLE JR. SR. HIGH,Ohio,Wellsville Local,Columbiana County,43968,Wellsville,262,–,–,–,23,11.39
WERNERT ELEMENTARY SCHOOL,Ohio,Washington Local,Lucas County,43613,Toledo,351,199,26,225,18.44,19.03
WEST BOULEVARD ELEMENTARY SCHOOL,Ohio,Boardman Local,Mahoning County,44512,Youngstown,380,143,31,174,22.5,16.89
WEST BRANCH EARLY LEARNING CENTER,Ohio,West Branch Local,Columbiana County,44601,Alliance,339,122,20,142,19.4,17.47
WEST BRANCH HIGH SCHOOL,Ohio,West Branch Local,Mahoning County,44609,Beloit,602,196,57,253,38.45,15.66
WEST BRANCH INTERMEDIATE SCHOOL,Ohio,West Branch Local,Mahoning County,44460,Salem,394,127,26,153,21,18.76
WEST BRANCH MIDDLE SCHOOL,Ohio,West Branch Local,Mahoning County,44609,Beloit,700,258,53,311,32,21.88
WEST BROAD ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43204,Columbus,484,–,–,–,24,20.17
WEST CARROLLTON HIGH SCHOOL,Ohio,West Carrollton City,Montgomery County,45449,West Carrollton,915,367,95,462,60.8,15.05
WEST CARROLLTON MIDDLE SCHOOL,Ohio,West Carrollton City,Montgomery County,45449,West Carrollton,807,401,87,488,47,17.17
WEST CENTRAL LEARNING ACADEMY II,Ohio,West Central Learning Academy II,Allen County,45801,Lima,69,–,–,–,5.95,11.6
WEST CLERMONT HIGH SCHOOL,Ohio,West Clermont Local,Clermont County,45103,Cincinnati,2313,601,111,712,232.46,9.95
WEST CLERMONT MIDDLE SCHOOL,Ohio,West Clermont Local,Clermont County,45103,Batavia,1931,577,103,680,108.54,17.79
WEST ELEMENTARY,Ohio,Vinton County Local,Vinton County,45651,Mc Arthur,313,–,–,–,21.8,14.36
WEST ELEMENTARY SCHOOL,Ohio,Morgan Local,Morgan County,43758,Malta,303,–,–,–,21,14.43
WEST ELEMENTARY SCHOOL,Ohio,Athens City,Athens County,45701,Athens,195,66,11,77,13,15
WEST ELEMENTARY SCHOOL,Ohio,New Philadelphia City,Tuscarawas County,44663,New Philadelphia,312,212,17,229,16.4,19.02
WEST ELEMENTARY SCHOOL,Ohio,Newcomerstown Exempted Village,Tuscarawas County,43832,Newcomerstown,343,147,48,195,20,17.15
WEST ELEMENTARY SCHOOL,Ohio,Licking Heights Local,Franklin County,43004,Blacklick,923,292,66,358,42,21.98
WEST ELKTON INTERMEDIATE SCHOOL,Ohio,Preble Shawnee Local,Preble County,45070,West Elkton,290,99,30,129,15,19.33
WEST FRANKLIN ELEMENTARY SCHOOL,Ohio,South-Western City,Franklin County,43204,Columbus,578,482,22,504,30,19.27
WEST GEAUGA HIGH SCHOOL,Ohio,West Geauga Local,Geauga County,44026,Chesterland,679,39,19,58,32.19,21.09
WEST GEAUGA MIDDLE SCHOOL,Ohio,West Geauga Local,Geauga County,44026,Chesterland,435,23,12,35,24.59,17.69
WEST HIGH SCHOOL,Ohio,Columbus City School District,Franklin County,43204,Columbus,912,–,–,–,53,17.21
WEST HOLMES HIGH SCHOOL,Ohio,West Holmes Local,Holmes County,44654,Millersburg,692,165,77,242,37,18.7
WEST HOLMES MIDDLE SCHOOL,Ohio,West Holmes Local,Holmes County,44654,Millersburg,514,165,61,226,28,18.36
WEST JEFFERSON  MIDDLE SCHOOL,Ohio,Jefferson Local,Madison County,43162,West Jefferson,305,–,–,–,16.5,18.48
WEST JEFFERSON HIGH SCHOOL,Ohio,Jefferson Local,Madison County,43162,West Jefferson,332,182,38,220,23.5,14.13
WEST LIBERTY-SALEM ELEMENTARY SCHOOL,Ohio,West Liberty-Salem Local,Champaign County,43357,West Liberty,540,133,48,181,29.5,18.31
WEST LIBERTY-SALEM MIDDLE/HIGH SCHOOL,Ohio,West Liberty-Salem Local,Champaign County,43357,West Liberty,652,–,–,–,39.4,16.55
WEST MAIN ELEMENTARY SCHOOL,Ohio,Ravenna City,Portage County,44266,Ravenna,377,–,–,–,22.2,16.98
WEST MOUND ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43223,Columbus,422,–,–,–,19,22.21
WEST MUSKINGUM ELEMENTARY SCHOOL,Ohio,West Muskingum Local,Muskingum County,43701,Zanesville,571,246,39,285,30.75,18.57
WEST MUSKINGUM HIGH SCHOOL,Ohio,West Muskingum Local,Muskingum County,43701,Zanesville,387,102,20,122,26.3,14.71
WEST MUSKINGUM MIDDLE SCHOOL,Ohio,West Muskingum Local,Muskingum County,43701,Zanesville,430,164,27,191,22.33,19.26
WEST PARK ACADEMY,Ohio,West Park Academy,Cuyahoga County,44135,Cleveland,214,–,–,–,14,15.29
WEST PARK ELEMENTARY SCHOOL,Ohio,Ravenna City,Portage County,44266,Ravenna,185,–,–,–,11.8,15.68
WEST UNION ELEMENTARY SCHOOL,Ohio,Adams County Ohio Valley Local,Adams County,45693,West Union,720,438,56,494,40,18
WEST UNION HIGH SCHOOL,Ohio,Adams County Ohio Valley Local,Adams County,45693,West Union,538,269,43,312,32,16.81
WESTBROOKE VILLAGE,Ohio,Trotwood-Madison City,Montgomery County,45426,Trotwood,380,–,–,–,21.82,17.42
WESTERLY ELEMENTARY SCHOOL,Ohio,Bay Village City,Cuyahoga County,44140,Bay Village,339,19,11,30,22.2,15.27
WESTERN BROWN HIGH SCHOOL,Ohio,Western Brown Local,Brown County,45154,Mount Orab,884,264,49,313,36.51,24.21
WESTERN ELEMENTARY SCHOOL,Ohio,Lexington Local,Richland County,44904,Lexington,401,65,23,88,17.85,22.46
WESTERN ELEMENTARY SCHOOL,Ohio,Western Local,Pike County,45646,Latham,178,–,–,–,7,25.43
WESTERN HIGH SCHOOL,Ohio,Western Local,Pike County,45646,Latham,312,–,–,–,18,17.33
WESTERN HILLS UNIVERSITY HIGH SCHOOL,Ohio,Cincinnati Public Schools,Hamilton County,45238,Cincinnati,1070,–,–,–,65,16.46
WESTERN PRIMARY,Ohio,Western Local,Pike County,45646,Latham,268,–,–,–,8,33.5
WESTERN RESERVE ELEMENTARY SCHOOL,Ohio,Western Reserve Local,Mahoning County,44401,Berlin Center,270,–,–,–,13,20.77
WESTERN RESERVE ELEMENTARY SCHOOL,Ohio,Western Reserve Local,Huron County,44826,Collins,481,182,36,218,25,19.24
WESTERN RESERVE HIGH SCHOOL,Ohio,Western Reserve Local,Huron County,44826,Collins,253,155,45,200,16,15.81
WESTERN RESERVE HIGH SCHOOL,Ohio,Western Reserve Local,Mahoning County,44401,Berlin Center,223,113,24,137,16,13.94
WESTERN RESERVE MIDDLE SCHOOL,Ohio,Western Reserve Local,Mahoning County,44401,Berlin Center,161,–,–,–,10,16.1
WESTERN RESERVE MIDDLE SCHOOL,Ohio,Western Reserve Local,Huron County,44826,Collins,262,–,–,–,9.5,27.58
WESTERN RESERVE PRESCHOOL,OHIO,Western Reserve Local,Huron County,44889,Wakeman,0,–,–,–,0,†
WESTERN ROW ELEMENTARY SCHOOL,Ohio,Mason City,Warren County,45040,Mason,739,109,25,134,36.3,20.36
WESTERVILLE CENTRAL HIGH SCHOOL,Ohio,Westerville City,Delaware County,43082,Westerville,1848,446,66,512,97.3,18.99
WESTERVILLE-NORTH HIGH SCHOOL,Ohio,Westerville City,Delaware County,43081,Westerville,1548,427,70,497,82.6,18.74
WESTERVILLE-SOUTH HIGH SCHOOL,Ohio,Westerville City,Franklin County,43081,Westerville,1527,504,96,600,91.2,16.74
WESTFALL ELEMENTARY SCHOOL,Ohio,Westfall Local,Pickaway County,43164,Williamsport,656,243,35,278,40,16.4
WESTFALL HIGH SCHOOL,Ohio,Westfall Local,Pickaway County,43164,Williamsport,422,115,22,137,23,18.35
WESTFALL MIDDLE SCHOOL,Ohio,Westfall Local,Pickaway County,43164,Williamsport,354,116,18,134,17,20.82
WESTFIELD/ROBINSON ACHIEVEMENT,Ohio,Toledo City,Lucas County,43606,Toledo,183,–,–,–,13,14.08
WESTGATE ALTERNATIVE ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43204,Columbus,329,–,–,–,17,19.35
WESTGATE MIDDLE SCHOOL,Ohio,East Liverpool City,Columbiana County,43920,East Liverpool,438,–,–,–,20,21.9
WESTLAKE ELEMENTARY SCHOOL,Ohio,Westlake City,Cuyahoga County,44145,Westlake,327,41,10,51,23.6,13.86
WESTLAKE HIGH SCHOOL,Ohio,Westlake City,Cuyahoga County,44145,Westlake,1159,172,27,199,69.07,16.78
WESTLAND HIGH SCHOOL,Ohio,South-Western City,Franklin County,43119,Galloway,1835,1023,134,1157,89.34,20.54
WESTMOOR MIDDLE SCHOOL,Ohio,Columbus City School District,Franklin County,43204,Columbus,502,–,–,–,35,14.34
WESTSIDE ACADEMY,Ohio,Westside Academy,Franklin County,43228,Columbus,227,–,–,–,10,22.7
WESTVIEW ELEMENTARY SCHOOL,Ohio,Avon Lake City,Lorain County,44012,Avon Lake,211,25,3,28,12.9,16.36
WESTWOOD ELEMENTARY SCHOOL,Ohio,Wellington Exempted Village,Lorain County,44090,Wellington,294,110,24,134,19,15.47
WESTWOOD ELEMENTARY SCHOOL,Ohio,Dayton City,Montgomery County,45417,Dayton,383,–,–,–,22,17.41
WESTWOOD ELEMENTARY SCHOOL,Ohio,West Geauga Local,Geauga County,44072,Novelty,375,15,17,32,19.8,18.94
WESTWOOD ELEMENTARY SCHOOL,Ohio,Elyria City Schools,Lorain County,44035,Elyria,438,300,40,340,24.74,17.7
WESTWOOD ELEMENTARY SCHOOL,OHIO,Warrensville Heights City,Cuyahoga County,44128,Warrensville Heights,243,–,–,–,10,24.3
WESTWOOD MIDDLE SCHOOL,Ohio,Elyria City Schools,Lorain County,44035,Elyria,424,254,31,285,28.84,14.7
WESTWOOD PREPARATORY ACADEMY,OHIO,Westwood Preparatory Academy,Franklin County,43222,Columbus,230,–,–,–,20.5,11.22
WESTWOOD SCHOOL,Ohio,Cincinnati Public Schools,Hamilton County,45211,Cincinnati,467,–,–,–,26,17.96
WHEELERSBURG ELEMENTARY SCHOOL,Ohio,Wheelersburg Local,Scioto County,45694,Wheelersburg,575,191,8,199,25.46,22.58
WHEELERSBURG HIGH SCHOOL,Ohio,Wheelersburg Local,Scioto County,45694,Wheelersburg,386,105,7,112,22,17.55
WHEELERSBURG MIDDLE SCHOOL,Ohio,Wheelersburg Local,Scioto County,45694,Wheelersburg,633,223,9,232,30,21.1
WHETSTONE HIGH SCHOOL,Ohio,Columbus City School District,Franklin County,43214,Columbus,960,–,–,–,52,18.46
WHIPPLE HEIGHTS ELEMENTARY SCHOOL,Ohio,Perry Local,Stark County,44708,Canton,386,104,44,148,22,17.55
WHITAKER ELEMENTARY SCHOOL,Ohio,Finneytown Local,Hamilton County,45224,Cincinnati,405,–,–,–,23.83,17
WHITE OAK MIDDLE SCHOOL,Ohio,Northwest Local,Hamilton County,45239,Cincinnati,773,352,58,410,43.5,17.77
WHITEFORD ELEMENTARY SCHOOL,Ohio,Sylvania Schools,Lucas County,43623,Toledo,387,111,10,121,21,18.43
WHITEHALL PREPARATORY AND FITNESS ACADEMY,Ohio,Whitehall Preparatory and Fitness Academy,Franklin County,43227,Columbus,303,–,–,–,17.37,17.44
WHITEHALL YEARLING HIGH SCHOOL,Ohio,Whitehall City,Franklin County,43213,Whitehall,867,–,–,–,42,20.64
WHITEHOUSE PRIMARY SCHOOL,Ohio,Anthony Wayne Local,Lucas County,43571,Whitehouse,463,81,10,91,20,23.15
WHITEOAK HIGH SCHOOL,Ohio,Bright Local,Highland County,45155,Mowrystown,210,146,29,175,12.4,16.94
WHITEOAK JUNIOR HIGH SCHOOL,Ohio,Bright Local,Highland County,45155,Mowrystown,110,–,–,–,5,22
WHITEWATER VALLEY ELEMENTARY SCHOOL,Ohio,Southwest Local,Hamilton County,45030,Harrison,483,97,23,120,21.2,22.78
